,Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
2578,64565,-0.425621875,1.079885037,1.299832097,-0.110561732,0.33175605,-0.173163694,0.572399581,0.176942487,-0.753543194,-0.404871702,1.813585775,1.029034776,0.643777465,-0.329980321,0.376312894,0.257548595,-0.000812624,-0.168901916,-0.163083281,0.13233722,-0.177696188,-0.41116808,-0.006952659,-0.016043375,-0.242101137,0.082191443,0.26262028,0.085986926,2.69,0
2579,64570,-0.696578828,-4.6701289,-1.199385671,-0.31650374,-2.371137484,-0.204586934,0.664736637,-0.405138146,-1.779144724,0.851962976,-0.671953388,-1.244274929,-0.631776809,0.153037101,0.130862924,-1.072192053,1.254067561,-0.40191226,-0.660015612,1.843536769,0.489786011,-0.65723587,-1.038159341,0.110170267,0.151628641,-0.150692566,-0.188077305,0.200108954,1143.92,0
2580,64596,1.108538684,0.247769364,1.04428703,2.414753868,-0.607786749,-0.016458882,-0.445857634,0.241531429,-0.44011966,0.892149594,0.787015579,-0.400799112,-1.755759534,0.623821927,0.261276465,1.215681279,-0.908897594,0.816983712,-0.919143384,-0.230454205,0.175196015,0.358235882,-0.05383381,0.29267582,0.343304784,0.084936474,-0.003799081,0.016838391,10.65,0
2581,64601,0.696687311,-0.458327429,-0.07225944,1.318321442,-0.278502795,-0.298227384,0.458229973,-0.018245592,-0.367461477,0.119479819,1.557808148,0.556963822,-1.024908242,0.938447292,0.401992797,-0.121811028,-0.213557701,-0.175259308,-0.550623227,0.243602165,0.194382109,0.018243073,-0.245437707,0.219170397,0.475208977,-0.364948314,-0.035404772,0.044452516,239.4,0
2582,64613,0.491711701,1.487056545,-1.78173176,1.585484534,1.084364364,-1.241397201,0.727910111,-0.015417369,-0.460313743,-0.936336608,2.72805118,-0.126780529,-0.92203233,-3.207232354,0.700794276,0.703918243,2.950923818,1.564735133,-0.542216734,0.003557709,-0.050633372,0.057372569,0.23888885,-0.141641253,-0.597569218,-0.408258255,0.144796997,-0.011194496,5.99,0
2583,64620,-0.660290029,-0.505284157,2.316713863,-1.849424838,-0.629748352,0.089106912,-0.153575378,0.139744731,-0.948467612,0.224810277,1.249211676,-0.850564408,-1.045142789,-0.339260699,0.181003928,1.513763874,-0.206010273,-0.572669686,-0.381266893,0.227044599,0.528430314,1.366699262,-0.13503728,0.023313121,-0.065857541,-0.215119946,-0.082230738,-0.122167411,69.99,0
2584,64637,1.277595462,0.454793506,-0.125865965,1.113675553,-0.023589106,-1.210689553,0.50567567,-0.317332962,-0.176815358,0.065552555,-0.475949684,-0.141738621,-0.677255232,0.697800497,0.755742528,-0.185717899,-0.273877791,-0.288082292,-0.248515438,-0.199563594,-0.005111968,0.011903841,-0.136579873,0.388051132,0.830025662,-0.294142175,-0.012218114,0.009414094,1,0
2585,64643,1.044917474,-0.197017919,-1.350690595,0.135007846,2.197511646,3.317209731,-0.085399685,0.745839235,-0.325407198,0.029080897,-0.045016747,0.144553836,-0.027039476,0.623955811,1.02941117,0.496957396,-0.907655994,-0.236135378,0.187799316,0.234201188,-0.450269081,-1.787702353,0.08044795,0.923412453,0.364089378,-0.834643252,-0.010408153,0.044620561,130.75,0
2586,64675,1.246667938,0.140460469,-0.689139223,0.044039406,0.764144069,0.11023856,0.445955103,-0.150304573,-0.521190274,0.052019875,0.154938207,1.054724404,1.482539002,0.344233371,0.060135928,0.677980008,-1.196967141,0.040195346,1.0221545,0.165475408,-0.395238824,-1.279188416,-0.146567711,-1.362360647,0.505961909,0.217183644,-0.073454658,-0.00500756,66.9,0
2587,64687,-6.614602058,-1.470374128,-0.329971194,1.765147796,-1.237447831,2.005326431,2.814712388,-1.399850779,2.746467874,3.183504917,2.279597322,0.146931867,-0.488178664,-3.106224828,0.717108101,-0.708827125,0.845565452,-0.417235439,0.901462167,-2.67914934,-1.513075248,0.641598125,-0.603927931,-0.164906474,0.652280027,-0.1807289,-1.013326089,0.762490041,486.53,0
2588,64750,-0.623771704,0.991873814,1.148492041,0.667431194,-0.205856412,-0.102901335,0.526093348,0.083556592,-0.257323404,-0.313340557,-1.156084988,0.293366828,0.64515455,-0.156141058,0.072531571,-0.611866405,0.240845465,-0.30892673,1.52390313,0.070594261,-0.13631155,-0.172425067,-0.125853552,-0.058754303,-0.290392862,0.330698273,-0.282266367,-0.161554792,44.24,0
2589,64750,0.690596111,-1.492272254,0.163592054,0.126656511,-0.747747742,0.959423378,-0.459901089,0.284851642,1.47475904,-0.591648613,-2.059497983,-0.5336538,-1.147598897,-0.264958325,0.242597086,0.100540334,0.002939709,-0.398591347,0.549311195,0.452662688,-0.134003969,-0.827999384,-0.308695807,-1.264522939,0.093673988,1.031606262,-0.084500859,0.045650152,306.3,0
2590,64754,1.405688396,-1.156542173,0.488949782,-1.420157053,-1.534075485,-0.383465655,-1.167361238,0.095273358,-1.921606049,1.601643729,1.39803407,-0.745933173,-0.975868331,0.196953467,0.250325678,-0.494002814,0.687518293,0.102450001,-0.383652951,-0.428754775,-0.133045808,-0.070846989,0.087249662,0.16481979,0.209566714,-0.202777019,0.033008447,0.007683128,20,0
2591,64756,0.750964653,-1.156275255,-0.106928387,0.055515735,-0.517630071,0.411755115,-0.125010273,0.092895768,0.5144363,-0.186625973,-0.065269638,0.331128964,-0.256909805,0.138054711,-0.044724869,0.766618411,-0.821025261,0.593015921,0.812182967,0.525012542,0.06097256,-0.386474698,-0.411872266,-0.877178576,0.287572096,1.048014258,-0.120127075,0.033476978,290,0
2592,64778,1.214303472,0.063308855,0.139985336,0.778569071,0.286840096,0.865128964,-0.377777784,0.288687758,0.096623901,0.185585119,0.170638932,0.236482745,-0.231583382,0.405323319,0.819607142,0.663904769,-1.006398351,0.719022698,-0.160727302,-0.131188872,0.14928513,0.46815959,-0.26952896,-1.343268466,0.672902737,-0.130310464,0.043171731,0.00011349,8.7,0
2593,64782,1.241609864,-0.051895251,0.579917765,-0.115430904,-0.579487978,-0.548451239,-0.269572968,-0.041115743,0.353209867,-0.264003864,0.038328109,0.443274451,0.363241971,0.107538777,1.4757963,0.101593843,-0.09993061,-0.899150217,-0.331514319,-0.082169318,-0.103847303,-0.237585864,0.12434154,0.14365025,0.05358219,0.933285602,-0.052477098,0.006475855,1.54,0
2594,64797,-0.901087754,-0.077302926,0.509688064,-1.172217687,-0.684604886,-0.431389032,0.430992777,0.150129183,-2.007637976,-0.056941014,-1.215744417,0.000504037,1.751413616,0.174070658,0.947374247,-1.325934847,0.096464412,1.112659977,0.549655604,0.117075074,-0.337661657,-0.967460779,0.291003824,-0.408079213,-0.256881675,1.371868887,-0.153874222,0.000100959,164.95,0
2595,64800,-0.398277589,0.97310806,1.135194318,-0.17481684,0.360646191,-0.022417741,0.46174859,0.281788486,-0.507671012,-0.359836386,1.271071086,0.13798807,-0.773318138,-0.056573524,0.561555184,0.421347768,-0.034901018,0.1173164,-0.029990366,0.043578391,-0.217407867,-0.591482538,-0.034450887,-0.382287766,-0.249406306,0.107378901,0.253317212,0.079315904,0.89,0
2596,64806,-0.455094859,0.273077451,2.015578096,0.824982152,-0.138228365,1.584333672,0.316154594,0.351745442,0.923477469,-0.350003279,-0.347154002,0.171790471,-1.925742938,-0.631477909,-2.344065342,-0.836010117,0.259386644,-0.30078603,0.876180593,-0.171781828,-0.397116395,-0.669822809,-0.12840342,-0.711449623,-0.032407031,-0.55904544,-0.17219882,-0.226946564,65.89,0
2597,64809,1.044171387,-0.174941094,-0.16019407,-0.074348579,0.065198325,-0.096908139,0.203614215,0.08135937,-0.332368757,-0.059511923,1.907840464,0.861494909,-0.583361686,0.834436813,0.652246063,-0.334914916,0.171856809,-1.336566872,-0.175870621,-0.018501039,-0.237882493,-0.87271728,0.142193593,-0.261954321,-0.010851651,0.739956396,-0.094507485,-0.006013506,77,0
2598,64817,-0.305090488,-0.66016094,1.927154631,-2.550721161,-1.168695388,-0.228526991,-0.69934261,0.164692322,-2.188412852,0.928815237,0.588824813,-0.666412828,0.291498815,-0.49270505,-0.410673002,0.465949121,-0.32664672,1.046928062,-0.618196296,-0.273320112,0.020730942,0.2835774,0.028949739,-0.040631745,-0.568461967,-0.447236965,0.164360227,0.153034399,34.9,0
2599,64843,1.352179985,-0.340299359,-1.531272927,-2.049814053,1.906545659,2.844682226,-0.482924008,0.690318261,0.989623461,-0.881671022,0.062065614,0.439770131,-0.007696197,0.531115421,1.821778828,-0.281736598,-0.711170242,0.520963962,0.857097392,0.018397068,0.038252196,0.098947226,-0.199347713,1.031006492,0.958196254,-0.579293895,0.048508475,0.014365431,9.28,0
2600,64864,-2.78833399,-3.354324378,1.454122253,-1.011234368,-2.467484851,2.107849788,2.493293213,0.134052159,-0.914298906,-0.702972274,1.274409216,0.185508102,0.257365363,-0.992960183,-1.366102973,0.568607996,0.602710483,-1.541850213,-0.269824278,2.463301176,0.669904308,0.49855382,2.048729544,-0.37866764,0.68016977,-0.327831943,-0.169114841,-0.030413764,947.04,0
2601,64938,-0.219181459,0.963352488,-0.881921657,-0.176365717,2.25247188,3.406148231,-0.224034201,1.260234135,-0.82762802,-0.305459597,-0.41867367,-0.105072869,0.034885126,0.768929577,1.168829834,0.17826119,-0.539180376,0.565953562,0.715038688,-0.016291185,0.120298598,0.115050717,-0.091832801,1.000860817,0.024759424,-0.312211477,-0.041408112,-0.025099283,9.25,0
2602,64938,-0.708730214,1.4382886,1.760922442,2.738481778,-0.485641408,0.654061892,-0.316303354,0.828208896,-1.495136336,0.806092583,1.279072561,0.302363484,-0.251417332,0.689870625,0.977722826,0.167936773,0.139237622,0.504710392,0.389187212,0.11140516,0.323974303,0.935979971,0.006847024,0.220816573,-0.626472544,0.250072511,0.317724029,0.160546489,11.31,0
2603,64943,-0.363096303,-0.144216328,1.394711972,-1.97726257,-0.789968388,-0.102732722,0.45691683,-0.019320188,1.252484027,-1.727373307,-1.148795182,0.604114726,1.074819967,-0.568552077,1.08721289,-0.284448852,-0.430975001,0.569240221,1.093070439,0.33734479,0.216464522,0.67589303,-0.067307476,-0.377943729,0.242827574,0.119117784,0.031687961,0.031709473,132.14,0
2604,64944,-1.152458693,1.311550155,1.768762356,-0.227166883,-0.298963464,0.688052282,-0.647439852,-2.064390252,-0.321825102,-0.207729945,1.464420626,1.020227187,0.226651012,0.197729479,0.562694147,0.376114821,-0.32223397,0.093849824,-0.277560915,-0.525110033,2.364985874,-0.585129318,0.285726949,-0.016248077,-0.341422669,0.202613509,0.166156892,0.076632407,5.99,0
2605,64947,-6.378440228,3.293830314,1.73057217,-1.586492713,0.203318561,0.21310342,2.941402945,-3.415646203,7.938979912,11.51910586,3.022638607,-0.778760339,-1.140137327,-5.798988882,0.405938931,-1.725896304,-2.374681832,-0.528987495,-0.100571184,2.954297733,-1.610576231,0.385226597,-0.366595135,0.479819232,0.153885415,-0.536129397,-4.795220311,-3.693524961,5.96,0
2606,64948,1.15305936,0.100874731,0.831997855,1.411985398,-0.783543534,-0.756215255,-0.087968467,-0.053905303,0.599991675,-0.149721808,-0.562359672,0.180706021,-0.962196079,0.125696891,-0.088354614,-0.324904908,0.093099882,-0.55075943,-0.070513064,-0.200137823,-0.252366464,-0.61039018,0.083866497,0.666875863,0.421028267,-0.562990924,0.033432838,0.03106515,15.99,0
2607,65001,1.198994608,-0.60122893,1.023484209,-1.375040828,-1.311435353,-0.456561784,-0.897465907,0.104510057,1.803377336,-1.102343479,0.053001371,0.697413435,0.309692746,-0.141192673,2.504964684,-0.16590377,-0.172332526,0.107385683,-0.070353602,-0.054416886,0.274993184,0.959644516,-0.061245974,0.158194819,0.25587698,0.201616975,0.063900633,0.029401621,17.09,0
2608,65035,-0.205879735,-3.266180878,0.206377699,-0.04822539,-2.395311403,-0.262104826,-0.122914491,-0.098017786,-0.661738035,0.429792652,1.45928098,-0.204896558,-0.343385256,0.073386883,0.571537676,1.750806513,-0.057875592,-0.181444305,0.187976558,1.656120733,0.916412105,0.736880935,-0.776330356,0.600713727,0.057292137,-0.160998103,-0.119261171,0.153472289,799.99,0
2609,65102,-0.689665503,0.524846466,0.823038833,0.672589832,1.008132661,0.094831651,1.555275691,-0.565771483,-0.691417056,0.565095595,1.330770901,0.308683335,-0.153872128,0.24214084,0.487056258,-0.718306372,-0.40389119,-0.008035138,0.642607702,-0.052296463,0.060425079,0.665208975,-0.172364453,-0.274254959,-0.188307922,-0.341144854,-0.346498938,-0.298320391,99.71,0
2610,65107,-0.688429296,1.398842849,0.930809497,0.101176663,-0.259845003,-1.017946621,0.398723568,0.329391171,-0.627603614,-0.75148622,-0.292628399,0.29976212,0.597289521,-0.19593501,0.809771281,0.487371272,0.150998225,-0.147894998,-0.098088328,0.043171973,-0.213739824,-0.667498316,0.047664131,0.338541369,-0.119422177,0.07307998,0.121175749,0.036578529,9.21,0
2611,65111,-1.148638582,0.06123446,2.171868969,0.023992247,1.333467238,-0.48829999,1.300438551,-0.977591652,0.857743212,0.367301355,-1.103975324,-0.563111147,-0.723773886,-1.055887428,-0.619856285,-0.301595073,-0.933942287,-0.392256661,-0.349955679,-0.175762003,-0.416623709,-0.377265588,-0.558190039,-0.128882417,0.185737389,-0.755997059,-0.917725053,-0.681850923,31.9,0
2612,65114,-3.741978632,-3.095047596,0.397011014,-0.337222489,3.257745297,2.584850635,-2.315215301,1.173592292,0.319356816,-0.057049942,-0.156559368,-0.065635947,0.532492393,-0.050230831,2.373645459,1.065203975,-0.755080755,0.864563312,0.935526965,-0.368855963,0.008964211,0.132647726,-1.852227319,1.277883582,-0.313708833,1.200261252,0.258028969,-1.132633135,64,0
2613,65115,1.070767367,0.354484381,-0.266357286,1.45577193,0.011672475,-0.654142138,0.138003239,-0.023399799,0.07915807,-0.586472909,0.069527647,-0.601928823,-1.129707362,-0.929041376,1.467689482,0.39905934,1.033228298,0.285187823,-1.068636815,-0.084397163,0.036808811,0.026369321,-0.139511144,-0.065231423,0.545040765,-0.252980926,0.035298942,0.059238894,60,0
2614,65136,-1.219558189,1.027943812,1.489313532,-0.047143552,0.682078346,-0.324140849,0.845846083,0.211806027,-0.717500993,-0.053703967,1.515949844,0.832056624,-0.173724926,0.409794476,-0.114873556,0.244369431,-0.647164686,-0.602802748,-0.837201181,0.128973672,-0.435093935,-1.254390266,0.075931212,-0.090277861,0.369589539,-0.882729734,0.31240097,0.134675,26,0
2615,65141,1.329554051,-0.95198535,0.762815889,-1.348172688,-0.90661081,1.035082608,-1.417347093,0.324896137,-0.512130674,0.657737322,0.359149059,0.787780609,1.885374426,-0.520239724,1.057086942,-0.349561648,-0.844063709,1.878637059,-0.625273936,-0.295248246,-0.166159114,0.063604729,-0.084189729,-1.248544406,-0.01010244,1.586239947,-0.014892177,-0.000770157,23.25,0
2616,65171,-0.755654649,0.605421088,0.867701329,-1.659999368,-0.373299942,-0.692111585,0.036227166,0.302129542,-1.227305011,-0.210401418,-1.262780983,-0.03307148,1.166750555,-0.520051933,-1.374219993,0.82895951,0.375053603,-1.606326892,0.517964119,0.125030346,0.131060715,0.463141402,-0.272107419,-0.055947831,0.283619444,-0.292110246,0.230467784,0.107045614,3.14,0
2617,65181,1.114911922,0.174898989,0.267545689,1.038199764,-0.251838702,-0.624361292,0.17802857,-0.100291425,-0.289017417,0.161646692,1.311790183,0.902176213,-0.033731404,0.586846969,0.219986096,0.249680761,-0.678789889,0.347899573,-0.095029433,-0.038540966,0.106756829,0.21877366,-0.151777233,0.345319744,0.642859007,-0.350660901,0.001735106,0.018074612,49.24,0
2618,65184,-3.76074289,3.033426694,-0.807427811,1.13752218,-1.642560195,1.570350784,-2.241837361,3.200500636,0.195486023,-0.112824146,-1.251969243,2.489088114,1.445389586,0.623538136,-2.23307761,-0.478807062,1.318204974,-0.12501348,1.909547058,0.242137648,-0.297500517,-0.707874014,0.031070429,-1.32892762,0.526415804,-0.273189752,0.224070924,0.075731382,2.15,0
2619,65197,1.017271469,-0.371222073,1.059025201,1.557548164,-0.613069456,1.093494172,-0.693083765,0.512641185,1.186060742,-0.223632692,0.101566039,0.950749701,-1.442167233,-0.331512484,-2.251036927,-0.797524063,0.470740271,-0.605528271,0.588652903,-0.216908296,-0.385551752,-0.77327664,0.026275359,-0.331154465,0.392631038,-0.50526262,0.075433897,0.016549547,32.31,0
2620,65205,-0.48441575,1.05787825,0.623118225,0.296646528,-0.503629579,-1.319993203,0.927383017,0.044109678,-0.980652981,-0.687268298,0.079234938,1.002351833,1.37123312,0.375365446,0.286187161,-0.155091809,-0.035867071,-0.604135814,-0.271725184,0.045459739,0.183308576,0.334636823,0.205536225,0.971956973,-0.196352625,0.221120132,-0.140725694,-0.020607788,85.25,0
2621,65231,-1.710587706,0.910004739,2.503406429,0.556807069,-0.551242865,-0.081348491,-0.30037654,0.787943441,-0.705667006,-0.15554883,0.693111759,0.460338403,-0.401447056,-0.029288736,-1.209260331,1.357956998,-0.781508652,0.411856812,-1.325665396,-0.175702338,0.16604169,0.44213054,0.012127516,0.564329647,0.308929918,0.901301632,-0.00790174,0.015841185,0.01,0
2622,65265,-1.35302644,1.686671417,0.72161137,0.005694839,-0.723698924,-1.017981827,0.004362144,0.782145407,-0.577832137,-0.461593824,-0.632000584,0.414999504,0.411127426,0.655342125,0.761136273,0.41485886,-0.081364969,-0.320738098,-0.027591996,0.031889711,-0.168898117,-0.624244678,0.088180183,0.363344563,-0.08704114,0.079371687,0.126323165,0.04651544,9.81,0
2623,65279,-1.295124343,0.15732554,1.544770566,-2.46820858,-1.683113061,-0.623764381,-0.371797654,0.505655633,-2.24347515,0.856380591,-0.402157927,-1.396841601,-0.756093229,0.014161317,0.424519342,-0.335511833,0.863701592,-0.542890888,-1.189702537,-0.277332826,-0.415321718,-0.894638843,0.126543278,0.296284547,0.132186383,-0.524334365,0.31732149,0.105345027,70,0
2624,65307,1.1201005,0.115982275,0.516390683,1.016429095,-0.375984675,-0.255329641,-0.160803508,0.167701942,0.004402573,0.162829473,1.480109196,0.266085521,-1.599974892,0.868223113,0.722712943,0.088688307,-0.28744352,-0.001986629,-0.510221335,-0.25158581,0.025089238,0.011307977,0.035291024,0.164582558,0.358763782,-0.434376518,0.024525551,0.01182318,10,0
2625,65328,1.208882277,0.752803561,0.571045398,2.477881545,0.042457707,-0.586274831,0.334548645,-0.251291559,-1.035381931,0.662368938,-0.289618234,0.704557045,1.564825645,0.024951824,0.266495631,0.518123096,-0.681190926,-0.481577314,-1.014368167,-0.064200536,0.024513399,0.132298446,-0.072344064,0.419290247,0.620936301,0.032000545,-0.006432446,0.021873377,0,0
2626,65332,1.128100619,-0.056552958,1.414972506,1.426595985,-1.186554841,-0.405535497,-0.582039887,0.094002368,0.938000645,-0.189088014,-0.574482934,0.349738941,-0.477663653,-0.249371423,0.20345018,0.003373466,-0.102753597,-0.114163987,-0.332072785,-0.172960448,-0.045641258,0.050482474,0.040460648,0.697037936,0.355404125,-0.427436493,0.069911323,0.040660256,9.99,0
2627,65341,-0.554266359,0.293722172,2.057084233,0.64234529,-1.415433759,0.47641577,-0.756860322,0.896808634,0.882361966,-0.866351718,0.103293408,1.134312537,-0.91691361,-0.50534019,-2.614795151,-0.363094243,0.460601096,0.108570633,0.794108483,-0.220224496,-0.000854831,0.230471843,0.091154238,0.572213801,-0.45635675,0.253297875,-0.041353564,-0.02376212,28.74,0
2628,65342,-1.168737003,-0.089315879,-0.945879952,-3.479874311,1.008922598,3.051437228,-1.443038054,1.586233183,-2.654537987,0.649842228,-0.805283308,-0.998084056,0.47233004,0.254672924,-0.007195608,0.315675764,0.045567048,0.561194965,-0.438252193,-0.570860364,-0.056554657,-0.25371075,0.126580321,0.966233664,-0.151666208,-0.428167215,-0.335107299,-0.012627248,10,0
2629,65346,1.015009342,0.319043999,0.926417748,2.475858204,0.108722228,1.089040446,-0.261283125,0.393965576,-0.623450089,0.586676775,1.351969489,1.308977988,0.273692339,0.047181427,-0.881083315,-0.140894589,0.044604327,-1.150461744,-1.021757016,-0.183085037,-0.173786136,-0.343835941,0.124181314,-0.29228037,0.213161115,-0.140497357,0.040707833,0.011577011,9.39,0
2630,65351,1.051066248,-0.12223635,1.366658933,1.226947367,-0.836597586,0.471974292,-0.731079388,0.358833415,0.60631518,-0.079048046,1.321881527,1.352430243,-0.054049134,-0.132633574,-0.291670532,-0.080579659,-0.148758689,-0.089766233,-0.358028107,-0.157197189,0.031428547,0.296198739,0.036264933,0.223395923,0.286006639,-0.409276977,0.085726984,0.026912848,9.99,0
2631,65358,1.193916069,-0.571085007,0.742522414,-0.014587682,-0.624560898,0.83216166,-0.833350425,0.272896999,1.169425399,-0.371671945,-0.245676823,1.37594135,0.870456831,-0.819319365,-1.550903562,0.125852996,-0.397245549,0.272377065,1.226022198,0.062908129,-0.049502428,0.207265101,-0.265271877,-0.67929377,0.511811528,1.246604437,-0.028671104,-0.006112008,31.91,1
2632,65364,-0.822982816,0.8752281,1.340451163,-0.203183435,0.154780196,-0.440919018,0.53935257,0.05250327,-0.415476184,0.096135152,0.947330849,0.285913227,-0.439121409,0.333614624,0.249362407,0.495707526,-0.756306214,0.297289287,0.448337434,0.045554755,-0.177815615,-0.569469404,0.092349783,-0.033731346,-0.180030716,0.054403015,-0.023270887,0.142577526,7.18,0
2633,65382,-5.56455544,-4.997672724,0.536083072,-0.168478479,-0.557725541,0.391786705,-1.664238082,-1.858330179,-0.839315369,-1.145749841,0.234438968,-0.072965527,-1.213564624,0.206487494,-1.275138443,1.646550214,0.676288718,-0.950738229,0.406572219,0.446063614,-1.258304396,0.537568187,1.121801882,-0.250623549,0.60952814,-0.252557436,0.865295025,-1.595896975,273.54,0
2634,65383,-0.182100107,0.714969437,1.833221926,0.575874473,-0.041661314,-0.485323584,0.598507483,-0.143503316,-0.294318344,-0.015304809,0.020627892,-0.71989634,-1.345194687,0.373277478,1.754929305,-0.586402164,0.324573924,-0.630853772,0.532238917,0.022505794,-0.155463977,-0.311302189,0.084429993,0.361131822,-0.847799271,0.142889192,-0.032588529,-0.07385589,1.98,0
2635,65404,-1.312326146,0.861352978,2.086011821,0.488232406,-0.496749241,1.152373152,-0.540575084,1.013292384,0.074054538,-0.604141598,0.871910225,0.561350438,-1.219233751,0.270310976,-0.112083222,-0.297459919,0.321783526,-0.128689288,-0.418623345,-0.323031722,0.188396505,0.451733909,-0.102829539,-0.310102032,-0.190529766,-0.409057248,-0.22565838,0.042860354,11.5,0
2636,65431,1.167692176,0.225779013,0.239348791,1.087744502,-0.146245801,-0.50362672,0.128901625,-0.070328779,0.053784532,-0.02216837,-0.258060423,0.004263458,-0.527336702,0.522531577,1.229371466,-0.217660683,-0.117952454,-0.535074711,-0.731301689,-0.173409088,0.059677529,0.19052517,-0.078399402,0.073477213,0.591272727,-0.298848548,0.023667697,0.018847588,21.49,0
2637,65466,1.421885278,-1.307970064,0.594226143,-1.349929335,-1.787585299,-0.598086302,-1.243803358,-0.087212527,-1.460113955,1.42590594,-0.967849403,-1.435421176,-0.114653032,-0.353690003,0.958085212,-0.001608928,0.288682955,0.530095425,-0.317736216,-0.250233106,-0.061285261,0.083258014,-0.08155858,0.011414874,0.343096773,-0.084451757,0.036408692,0.031209134,64.8,0
2638,65476,0.973224533,-0.093679335,0.304839286,0.642952654,-0.471232789,-0.869710893,0.344114919,-0.160018639,-0.406557497,0.03646925,1.730457701,1.208749328,0.191732552,0.590603588,0.154452549,0.33589456,-0.511756244,-0.454257752,0.252102159,0.158642627,-0.359547944,-1.394968414,0.162026621,0.502411284,0.004378394,-0.170495304,-0.067677125,0.031970873,126,0
2639,65499,-0.698531689,1.205946219,1.253618567,0.960311415,-0.402829257,-0.629263501,0.204669569,0.354847969,-0.661796917,-0.328629158,-0.363363573,0.844743639,1.555443906,0.16336729,1.096516098,0.040564223,-0.206415892,0.023043069,0.296947579,0.206859609,0.046380796,0.120914065,0.036532122,0.403093967,-0.086443856,-0.443935307,0.2199913,0.04428623,29.99,0
2640,65516,-1.02886526,0.814285273,0.935292583,-1.21961774,-0.646863492,-0.796414951,-0.136935701,0.690029295,0.546348375,-0.533079279,-0.831292982,-1.212314662,-2.710590516,0.743379061,1.051590259,0.590768109,-0.096586942,-0.462908033,-1.134966168,-0.184752921,-0.099975747,-0.410623455,0.076399521,0.037659382,-0.351406405,0.768276898,0.167211562,0.037883524,3.5,0
2641,65520,0.904170822,-0.973058721,0.3645912,-1.262966101,-1.128888414,-0.712618825,-0.243811051,-0.053881042,1.489150658,-1.151884319,0.082674438,0.531387403,-0.198773591,0.259068745,2.287554063,-0.39429452,0.009888938,-0.358460015,0.172775481,0.245291533,0.062287461,-0.111134198,-0.078058759,0.114288028,0.129465671,-0.072528401,0.001143495,0.051807378,184.78,0
2642,65528,1.269048043,0.054424511,0.011353149,0.348342305,-0.073513373,-0.234542059,-0.098063589,0.015899621,-0.001515065,0.160252323,0.485743275,0.172216919,-0.634083182,0.580672007,0.439258021,0.665133125,-0.892377705,0.621997633,0.354043186,-0.104021245,0.0345576,0.061216595,-0.187721761,-0.473873807,0.572375705,0.46500691,-0.046759844,-0.008196105,10.17,0
2643,65575,1.166262048,-0.13849292,0.594027195,0.855882644,-0.567499605,-0.129829567,-0.292328519,0.10037562,0.776717122,-0.237495406,-0.721595572,0.060243241,-1.025664089,0.012228806,-0.021625719,-0.5835527,0.411801663,-0.899023541,-0.166182021,-0.2022371,-0.088393906,-0.036057085,-0.033281213,0.117993329,0.443192604,0.44292864,-0.00464433,0.007915529,12.94,0
2644,65579,-1.090582064,-0.29038456,1.06692948,-1.876114469,0.502197803,-0.485182242,0.51838124,0.071225097,-1.901105049,0.18295976,1.384168593,0.309417708,0.78423149,-0.036173942,-0.615078881,1.046563205,-0.020085587,-1.723364861,0.258997639,0.574761369,-0.002529335,-0.3886616,0.234141371,-0.333951615,0.077054384,-0.637790862,0.258663725,0.162275091,105,0
2645,65580,0.618083711,-1.095600973,-0.033600647,0.841891314,-0.852076358,-0.604794767,0.460872239,-0.293402711,-1.46956705,0.632347663,0.098805436,0.510896939,0.840085185,0.371849199,0.790292662,-1.841714609,0.262783468,0.094661857,-1.505437496,0.147648211,-0.485162765,-1.690443688,-0.015161015,0.322986528,0.062608654,-0.753118281,-0.016719788,0.090558823,352.94,0
2646,65587,-0.515941246,0.960803631,1.644046184,-0.150157657,0.08160331,-0.212058441,0.547700522,0.19610845,-0.69844901,-0.194253219,1.730898025,0.877892846,0.054923766,0.346905642,0.366721988,0.035688395,-0.300945513,-0.391789127,-0.133486648,0.084335997,-0.132243942,-0.316939071,0.022955135,0.209148821,-0.317883331,0.070211299,0.278629858,0.109954072,4.86,0
2647,65594,1.16982119,-0.218207886,0.575303968,0.991325472,-0.353889249,0.522861957,-0.542169749,0.154248504,0.912828494,-0.149504188,-1.99765356,-0.255078356,0.065002389,-0.274561055,0.761047226,0.670089619,-0.897702272,0.710826341,0.081736761,-0.000510928,0.060388763,0.232060461,-0.305686206,-0.991725616,0.671193335,-0.176333283,0.055877162,0.030032507,57,0
2648,65609,1.154315763,0.111173076,0.718955745,0.736029953,-0.746349624,-1.104964979,0.048670712,-0.205390528,0.080480732,-0.102369132,0.075728228,0.516708897,0.296748619,0.211639332,1.014379378,0.261626836,-0.313528094,-0.661253054,-0.239334779,-0.022327732,-0.262312585,-0.850374569,0.18669133,0.699188561,0.08050907,0.009120942,-0.029998828,0.032139595,40.5,0
2649,65639,1.234173902,-0.177373242,0.179933402,-0.295502316,-0.350482174,-0.207279971,-0.311701343,0.156397167,0.239424027,-0.021009153,1.149880386,0.071461064,-1.457215149,0.742023635,0.877732362,0.326806678,-0.309084051,-0.158655859,0.136137296,-0.175306188,-0.069445365,-0.256883838,0.040443373,-0.276788274,0.130304097,0.997746288,-0.081569738,-0.016389187,3,0
